,Title,Views,Upload Date and Time,Video Link,Thumbnail Image
783,"Guess the Output 4 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",20K views,4 years ago,https://www.youtube.com/watch?v=YXr9NvvD61s,https://i.ytimg.com/vi/YXr9NvvD61s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-QGWVnC8Q1cAToJDJ_jyUqjnROg
784,Java Backend | Demo Live Lecture | GeeksforGeeks,30K views,4 years ago,https://www.youtube.com/watch?v=8RjmaykLkBc,https://i.ytimg.com/vi/8RjmaykLkBc/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhGIGUoRjAP&rs=AOn4CLBgfSvFCJT8C78jEU8qXnIkKGqX4A
785,"Guess the Output 3 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",23K views,4 years ago,https://www.youtube.com/watch?v=PJIGn34njbA,https://i.ytimg.com/vi/PJIGn34njbA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtreudEhE0RUcnrZXtPUxb6wqzjw
786,K stacks in a single array | GeeksforGeeks,29K views,4 years ago,https://www.youtube.com/watch?v=S5cYO9k1Ja8,https://i.ytimg.com/vi/S5cYO9k1Ja8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBGdrrmtsmzdhrJ_XCbEEFFVUUP_w
787,Why are Data Structures necessary - by Sandeep Jain | GeeksforGeeks,50K views,4 years ago,https://www.youtube.com/watch?v=V5he1JXiQbg,https://i.ytimg.com/vi/V5he1JXiQbg/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARgvID0ofzAP&rs=AOn4CLC7X9uM5Mqrz-L9D6SPG5xzFek8CA
788,"Guess the Output 2 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",29K views,4 years ago,https://www.youtube.com/watch?v=2XZCu-IlDx4,https://i.ytimg.com/vi/2XZCu-IlDx4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCT8pUhAm_dkeTo0pbraeBD5jzfbA
789,Machine Learning Foundation | GeeksforGeeks,9.2K views,4 years ago,https://www.youtube.com/watch?v=TgzmIZs7koA,https://i.ytimg.com/vi/TgzmIZs7koA/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLDQ98wZJYGlHHvZNDuMbO6CeeuWLg
790,"Guess the Output 1 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",58K views,4 years ago,https://www.youtube.com/watch?v=DWDxKHhEn6g,https://i.ytimg.com/vi/DWDxKHhEn6g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCh3N6cqyKDZuEib_LCoJWhvOPKSA
791,Design a stack with operations on middle element | GeeksforGeeks,9.6K views,4 years ago,https://www.youtube.com/watch?v=GWericrOYw0,https://i.ytimg.com/vi/GWericrOYw0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDJZZY1ezGurxqcnZAKNFhDAaR3Eg
792,Longest Consecutive Subsequence | GeeksforGeeks,16K views,4 years ago,https://www.youtube.com/watch?v=rmscV-OsLNQ,https://i.ytimg.com/vi/rmscV-OsLNQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDyXdFDqQ6x-TvqGzWt9k-SpDxTBw
793,Build original array from the given sub-sequences | GeeksforGeeks,1.1K views,4 years ago,https://www.youtube.com/watch?v=2guKcYv69As,https://i.ytimg.com/vi/2guKcYv69As/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLArE2vkDz--6frrL9_pLbfpGZR8ng
794,Union and Intersection of Two Linked Lists | GeeksforGeeks,13K views,4 years ago,https://www.youtube.com/watch?v=2DZL9Ogm1Cg,https://i.ytimg.com/vi/2DZL9Ogm1Cg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBW3ML-anmAutr2uDVCvAPJQLRUAw
795,19 (3).First Normal Form | GeeksforGeeks,29K views,4 years ago,https://www.youtube.com/watch?v=-JOpBzyrZ_8,https://i.ytimg.com/vi/-JOpBzyrZ_8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC056_usNm6fcPnLrqdryw3wnsUmw
796,18. Minus in SQL (Top 50 SQL Interview Questions) | GeeksforGeeks,28K views,4 years ago,https://www.youtube.com/watch?v=gr0sOah50JU,https://i.ytimg.com/vi/gr0sOah50JU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBljqo7hxWxyF8r0ihPZIx4Gwy9hw
797,17. Intersect in SQL (Top 50 SQL Interview Questions) | GeeksforGeeks,29K views,4 years ago,https://www.youtube.com/watch?v=Ulu-P55RpDA,https://i.ytimg.com/vi/Ulu-P55RpDA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZZ4-7diAjDID9FIukkPqPh6JgTA
798,16. Nth highest salary (Top 50 SQL Interview Questions) | GeeksforGeeks,67K views,4 years ago,https://www.youtube.com/watch?v=orEkHRYo6jU,https://i.ytimg.com/vi/orEkHRYo6jU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDInvrwMX__OCoreQj_iEv8tBAMAw
799,15. Display 1st or last n rows (Top 50 SQL Interview Questions) | GeeksforGeeks,49K views,4 years ago,https://www.youtube.com/watch?v=iej8RmXSqm8,https://i.ytimg.com/vi/iej8RmXSqm8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4W2sDT8wCZLyDKunL6nySZbqXGw
800,14. Cross Join (Top 50 SQL Interview Questions) | GeeksforGeeks,38K views,4 years ago,https://www.youtube.com/watch?v=Ck3FXQW2AYw,https://i.ytimg.com/vi/Ck3FXQW2AYw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDl7ekIzUX2jNUDpvYaNyIJGwguXw
801,Banker's Algorithm in Operating Systems,19K views,4 years ago,https://www.youtube.com/watch?v=hjGD08xfg9c,https://i.ytimg.com/vi/hjGD08xfg9c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNhU07-DhmNlarIsPb0wMX--M-nA
802,13.  Full Join (Top 50 SQL Interview Questions) | GeeksforGeeks,32K views,4 years ago,https://www.youtube.com/watch?v=WmqAKSBupsE,https://i.ytimg.com/vi/WmqAKSBupsE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6jXpF1nCeDLPjTPpQq03h3Tf9Fw
803,12. Right Join (Top 50 SQL Interview Questions) | GeeksforGeeks,29K views,4 years ago,https://www.youtube.com/watch?v=JOAe-yua6Jw,https://i.ytimg.com/vi/JOAe-yua6Jw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDqYj-p5aUuqMto9don3f4du8ygUg
804,11. Left Join (Top 50 SQL Interview Questions) | GeeksforGeeks,45K views,4 years ago,https://www.youtube.com/watch?v=LCbO2U3jzU0,https://i.ytimg.com/vi/LCbO2U3jzU0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4KbyG0Y6XkGWTiI2uYO4zISpZBA
805,10. Self Join (Top 50 SQL Interview Quesions)| GeeksforGeeks,81K views,4 years ago,https://www.youtube.com/watch?v=-t6tjGtQ7-8,https://i.ytimg.com/vi/-t6tjGtQ7-8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCKKWcq0QXntG60yeCm9t5DV22AGA
806,Inner Join (Top 50 SQL Interview Questions)| GeeksforGeeks,77K views,4 years ago,https://www.youtube.com/watch?v=zGYLUogRe-M,https://i.ytimg.com/vi/zGYLUogRe-M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCQj0w2oYV6p0ecZ2Gq768ypID09Q
807,8. union vs uninonall (Top 5 SQL Interview Questions)| GeeksforGeeks,55K views,4 years ago,https://www.youtube.com/watch?v=zBHjXTbnJIE,https://i.ytimg.com/vi/zBHjXTbnJIE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6RYXm2wRmYqslhwrZR6kPh5cs5Q
808,Uses of final Keyword (Java Programming) | GeeksforGeeks,3.8K views,4 years ago,https://www.youtube.com/watch?v=yz-BIVvLR9w,https://i.ytimg.com/vi/yz-BIVvLR9w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAHv1m4ZuyRaYtK0ZJxm5K1LDrBEw
809,7. Display nth row in SQL (Top 50 SQL Questions)| GeeksforGeeks,73K views,4 years ago,https://www.youtube.com/watch?v=k7rg4CARxD8,https://i.ytimg.com/vi/k7rg4CARxD8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1_Qy0MUu6x7fN2QPaTKUrsaH9pg
810,Amazon Interview Experience for Internship | On-Campus Placement | GeeksforGeeks,25K views,4 years ago,https://www.youtube.com/watch?v=UvvirLnjNYY,https://i.ytimg.com/vi/UvvirLnjNYY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB5EyXX2-7u88wNyn-8pFqnMlhMaA
811,Snake and Ladder Problem (Graphs) | GeeksforGeeks,46K views,4 years ago,https://www.youtube.com/watch?v=1pMNYQmtVVg,https://i.ytimg.com/vi/1pMNYQmtVVg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCxzSIWdpVwfinPhfAZQov7Ao0euw
812,6. Pattern searching in SQL- 2 (Top 50 SQL Interview Questions) | GeeksforGeeks,60K views,4 years ago,https://www.youtube.com/watch?v=ePctSjODSYU,https://i.ytimg.com/vi/ePctSjODSYU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXd863xm4jdklbLZApa4-gruah7A
813,5. Pattern matching in SQL (Top 50 SQL Interview Questions)| GeeksforGeeks,70K views,4 years ago,https://www.youtube.com/watch?v=kGEjUBxLDyg,https://i.ytimg.com/vi/kGEjUBxLDyg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJeNEub5oOq-Pm4SHctzdR7mqzFw
814,4. Display Duplicate of a Column| GeeksforGeeks,78K views,4 years ago,https://www.youtube.com/watch?v=zajIPJwLb78,https://i.ytimg.com/vi/zajIPJwLb78/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAsRJM_3djsQcmcIfLGs7lRthXxoQ
815,3. Display Alternate Records (Top 50 SQL Interview Questions) | GeeksforGeeks,102K views,4 years ago,https://www.youtube.com/watch?v=ZhcKee2weD4,https://i.ytimg.com/vi/ZhcKee2weD4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDtqUBJb5bVv_Fa3QOclw7HKwotSA
816,2. Department wise highest Salary (Top 50 SQL Interview Questions) | GeeksforGeeks,122K views,4 years ago,https://www.youtube.com/watch?v=OddSz0T85nc,https://i.ytimg.com/vi/OddSz0T85nc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDmGA-li787HpFygEcEPUPEGYKtVw
817,Check if a given array contains duplicate elements within k distance from each other | GeeksforGeeks,5.2K views,4 years ago,https://www.youtube.com/watch?v=hzRo7dLtQHs,https://i.ytimg.com/vi/hzRo7dLtQHs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC8k4c35cOJS-IU6MTW7rmdj_v2Qg
818,1. 2nd Highest Salary (Top 50 SQL Interview Questions)| GeeksforGeeks,241K views,4 years ago,https://www.youtube.com/watch?v=-6v7ctxC7yk,https://i.ytimg.com/vi/-6v7ctxC7yk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCM_LknElU9LTTTCKvIKCKm1ZTdYA
819,Map (Go Programming Language) | GeeksforGeeks,1.2K views,4 years ago,https://www.youtube.com/watch?v=j5KA7K0-gbY,https://i.ytimg.com/vi/j5KA7K0-gbY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCcuOESs_bnRrh-osQ8xuYuASYamA
820,Packages (Basics) | GeeksforGeeks,7.7K views,4 years ago,https://www.youtube.com/watch?v=fhWCG4G1oHY,https://i.ytimg.com/vi/fhWCG4G1oHY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZ52oScAKw2uJKQEPMoT14mhHJSA
821,Find whether an array is subset of another array | GeeksforGeeks,11K views,4 years ago,https://www.youtube.com/watch?v=ydiUGfYnByw,https://i.ytimg.com/vi/ydiUGfYnByw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDuOFFgHw9702W7QLjqvnolhcHW4w
822,Sample Class | DSA LIVE For Working Professionals | GeeksforGeeks,24K views,4 years ago,https://www.youtube.com/watch?v=X9aJBXeMP_4,https://i.ytimg.com/vi/X9aJBXeMP_4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBKWFy0USHqWlEBDoCdcOf2Exp_Zg
823,Interfaces (Java Programming) | GeeksforGeeks,10K views,4 years ago,https://www.youtube.com/watch?v=8ZdbOOCqEII,https://i.ytimg.com/vi/8ZdbOOCqEII/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMaPPujhAgfr0yIzEfCwIiWGqNRA
824,Find Itinerary from a given list of tickets (Tickets Hashing)| GeeksforGeeks,4.4K views,4 years ago,https://www.youtube.com/watch?v=u52i2gAnFvU,https://i.ytimg.com/vi/u52i2gAnFvU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDZ6TUahmwBHYCVPW7Uf54ZXOGbmg
825,Minimum Window Substring | GeeksforGeeks,24K views,4 years ago,https://www.youtube.com/watch?v=Xg0rPVTQf98,https://i.ytimg.com/vi/Xg0rPVTQf98/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBF4e6Yl6YftV3CA-1fisDFoyutCA
826,Slice (Go Programming Language)| GeeksforGeeks,713 views,4 years ago,https://www.youtube.com/watch?v=Lg-j14e22a8,https://i.ytimg.com/vi/Lg-j14e22a8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA8rsR0ruF0XHXWTXFv7Q2_l6yolA
827,Abstract Classes (Java Programming Language) | GeeksforGeeks,10K views,4 years ago,https://www.youtube.com/watch?v=DWmpxZ59JW0,https://i.ytimg.com/vi/DWmpxZ59JW0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDazqz_vqL-4QGTA3F89bunQX45fg
828,Method Overriding (Java Programming Language) | GeeksforGeeks,5.4K views,4 years ago,https://www.youtube.com/watch?v=i6GzimCuFhM,https://i.ytimg.com/vi/i6GzimCuFhM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDFtP7dlHJWuTbx8yUiDAMz41EYpg
829,Diameter of a Binary Tree (Problem of the Week) | by Shashi Bhushan | GeeksforGeeks,6.2K views,4 years ago,https://www.youtube.com/watch?v=rm2WE0MCJ6k,https://i.ytimg.com/vi/rm2WE0MCJ6k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAB5gZG-mLS-8GzuA4B1KMqpAn_cQ
830,Arrays in Go Programming Language | GeeksforGeeks,956 views,4 years ago,https://www.youtube.com/watch?v=xf5D8DogB1w,https://i.ytimg.com/vi/xf5D8DogB1w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLOl4La9hOMX6xDgJqoa2tfnrElw
831,Pointers In Go Programming Language | GeeksforGeeks,3K views,4 years ago,https://www.youtube.com/watch?v=58LQJBCKk3s,https://i.ytimg.com/vi/58LQJBCKk3s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwsYE77FJ7B5d3s28v_aPqmphPew
832,Method Overloading (Java Programming Language)| GeeksforGeeks,6K views,4 years ago,https://www.youtube.com/watch?v=MHns-oaIHIs,https://i.ytimg.com/vi/MHns-oaIHIs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLALNbB94fsJM0RPlbW6-xFu8D6cIQ
833,Inheritance in Java (Java Programming)| GeeksforGeeks,6.5K views,4 years ago,https://www.youtube.com/watch?v=kfZkCT9J2Q4,https://i.ytimg.com/vi/kfZkCT9J2Q4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBSU6yxVoa-fItEO9R8VMQYKxZv1w
834,Sampling and Quantization (Digital Image Processing) | GeeksforGeeks,92K views,4 years ago,https://www.youtube.com/watch?v=JPdMQ9-wJyw,https://i.ytimg.com/vi/JPdMQ9-wJyw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCSqvQ5bDDVwS5YT2Sm93g-iWMCxA
835,Submatrix Sum Queries | GeeksforGeeks,16K views,4 years ago,https://www.youtube.com/watch?v=-d8KbQVx-mM,https://i.ytimg.com/vi/-d8KbQVx-mM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXfMm5GDVt-ORFJ2hq6l8Y-xGldg
836,DSA LIVE For Working Professionals | Live Online Classroom Program by GeeksforGeeks,10K views,4 years ago,https://www.youtube.com/watch?v=0JnUBSX-KDQ,https://i.ytimg.com/vi/0JnUBSX-KDQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6aNmVwKWP_xP3qMyHlBkH4sSj5g
837,Thread Join | GeeksforGeeks,18K views,4 years ago,https://www.youtube.com/watch?v=ruXbPdOST4A,https://i.ytimg.com/vi/ruXbPdOST4A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA0n4_Kes3cSNzBRtaX9HrEK1TdRQ
838,Variables (Core Java) | GeeksforGeeks,1.5K views,4 years ago,https://www.youtube.com/watch?v=pqKMBf_DR5w,https://i.ytimg.com/vi/pqKMBf_DR5w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAsBX6VdIawa3aT7hdsLoPQpWFnjg
839,Main method | Java Programming Language | GeeksforGeeks,3.9K views,4 years ago,https://www.youtube.com/watch?v=6hy_kiXlvnc,https://i.ytimg.com/vi/6hy_kiXlvnc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaJN9HwshgM5yb2LHwq5SmrUvbgg
840,Check if a word exists in a grid or not | GeeksforGeeks,17K views,4 years ago,https://www.youtube.com/watch?v=UDQ_FgNbArA,https://i.ytimg.com/vi/UDQ_FgNbArA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAajffevd32noglvcO3zusbyWoYxg
841,Inter-Thread-Communication (Java)|  GeeksforGeeks,26K views,4 years ago,https://www.youtube.com/watch?v=Ut8YFsi2WR0,https://i.ytimg.com/vi/Ut8YFsi2WR0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNufv8BTl8GRoQBWwvlxhG99jnOw
842,Break Continue | Java Programming | GeeksforGeeks,2.7K views,4 years ago,https://www.youtube.com/watch?v=4uqb7-QpOAc,https://i.ytimg.com/vi/4uqb7-QpOAc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBxfIvAtMylrttexplq85UODkAIPA
843,Switch Case | Java Programming | GeeksforGeeks,3.8K views,4 years ago,https://www.youtube.com/watch?v=Ptlafta8zTI,https://i.ytimg.com/vi/Ptlafta8zTI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXtU3kLufKfMr_ofoSZCeTxl_h3Q
844,If-Else | Java Programming Language | GeeksforGeeks,3.3K views,4 years ago,https://www.youtube.com/watch?v=LLQVi7kCuTA,https://i.ytimg.com/vi/LLQVi7kCuTA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC4yAs9-qi3_JQj9NDB6CWzFhDp3Q
845,Word Break Problem | Dynamic Programming | GeeksforGeeks,54K views,4 years ago,https://www.youtube.com/watch?v=hLQYQ4zj0qg,https://i.ytimg.com/vi/hLQYQ4zj0qg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOnrFp2B9UEIniZepLOVB9efhhwg
846,For each Loop in Java | GeeksforGeeks,9.1K views,4 years ago,https://www.youtube.com/watch?v=DUVqtwVJ3DI,https://i.ytimg.com/vi/DUVqtwVJ3DI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDPWv-yQPmO7siEEJW8Nsfq2u6Zaw
847,Go Programming Language | Part 9 | If and Switch Statement | GeeksforGeeks,537 views,4 years ago,https://www.youtube.com/watch?v=0lHrGAGbldo,https://i.ytimg.com/vi/0lHrGAGbldo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5IZobSZuK0z9dPTetE62WkKv5tw
848,Go Programming Language | Part 8 | Loops in go programming language | GeeksforGeeks,760 views,4 years ago,https://www.youtube.com/watch?v=eWD1k2zSt9g,https://i.ytimg.com/vi/eWD1k2zSt9g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDtPho5KpRYA0JubII0ejWiDSpC9A
849,Go Programming Language | Part 7 | Multiple Return Values and Go Formatting Tools | GeeksforGeeks,575 views,4 years ago,https://www.youtube.com/watch?v=GPs3zyDr4pY,https://i.ytimg.com/vi/GPs3zyDr4pY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA9Ilw8zcmMxtxMNQ0lEsZ9GntW3Q
850,Object Oriented Design and Design Patterns | GeeksforGeeks,14K views,4 years ago,https://www.youtube.com/watch?v=AopCPq2cZlA,https://i.ytimg.com/vi/AopCPq2cZlA/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARgoIGUoXTAP&rs=AOn4CLBE-qSMIF9Yw586_877C5FOwZFm9w
851,Synchronization | GeeksforGeeks,37K views,4 years ago,https://www.youtube.com/watch?v=IIgHG_YHXPE,https://i.ytimg.com/vi/IIgHG_YHXPE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-OI6VTTiuzSXm_2cmQ__Uc_m1tw
852,5. For Loop in Java (Core Java) | GeeksforGeeks,4.2K views,4 years ago,https://www.youtube.com/watch?v=JkSQ8KtOA14,https://i.ytimg.com/vi/JkSQ8KtOA14/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDgLpagIUEtH4omqlW8rtiOIPpC_g
853,4. Do While Loop in Java | GeeksforGeeks,4.7K views,4 years ago,https://www.youtube.com/watch?v=8AmQkU9AhpU,https://i.ytimg.com/vi/8AmQkU9AhpU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLApCUx-UlivY7oyJ5T4fDZ1jxlfpw
854,3. While Loop in Java (Core Java)| GeeksforGeeks,8.5K views,4 years ago,https://www.youtube.com/watch?v=xBJ44A1FCTE,https://i.ytimg.com/vi/xBJ44A1FCTE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMhPowOV7UX3FnXRtSDR91BvXu5w
855,Race Condition (Java) | GeeksforGeeks,21K views,4 years ago,https://www.youtube.com/watch?v=P9OWSLpLfwo,https://i.ytimg.com/vi/P9OWSLpLfwo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-VcHz3BsVl2sEW-FFsWPl_xos0Q
